cat,Class_num,area,perimeter,compact,opt_blue_min,opt_blue_max,opt_blue_range,opt_blue_mean,opt_blue_stddev,opt_blue_sum,opt_blue_median,opt_green_min,opt_green_max,opt_green_range,opt_green_mean,opt_green_stddev,opt_green_sum,opt_green_median,opt_nir_min,opt_nir_max,opt_nir_range,opt_nir_mean,opt_nir_stddev,opt_nir_sum,opt_nir_median,opt_red_min,opt_red_max,opt_red_range,opt_red_mean,opt_red_stddev,opt_red_sum,opt_red_median,NDVI_min,NDVI_max,NDVI_range,NDVI_mean,NDVI_stddev,NDVI_sum,NDVI_median,Brightness_min,Brightness_max,Brightness_range,Brightness_mean,Brightness_stddev,Brightness_sum,Brightness_median,nDSM_min,nDSM_max,nDSM_range,nDSM_mean,nDSM_stddev,nDSM_sum,nDSM_median
14945969,32,2446.25,1313,7.48875072677,182,299,117,251.652427184,12.1391645419,2462419,252.0,254,436,182,359.414307614,21.7048732414,3516869,360.0,655,1085,430,887.309453245,49.923275805,8682323,890.0,194,476,282,338.451711804,34.4861534703,3311750,337.0,0.326894491911,0.608080804348,0.281186312437,0.448372289884,0.0388952016922,4387.32285652,0.448052,638,1204,566,949.518446602,66.7654325699,9291038,950.0,-0.253936767578,1.32739257812,1.5813293457,0.0673546059618,0.165788127408,659.064819336,0.0
14920793,11,54.9999999995,48,1.82580739024,287,454,167,400.663636364,33.7963896062,88146,410.0,380,676,296,588.781818182,60.2265241806,129532,599.0,497,963,466,745.613636364,67.4416973491,164035,756.0,341,828,487,688.045454545,82.8708619001,151370,712.0,-0.00196206662804,0.245575219393,0.247537286021,0.0420856996037,0.0331152350817,9.25885391282,0.0353677,1008,1941,933,1677.49090909,169.456041254,369048,1736.0,0.121826171875,2.14831542969,2.02648925781,0.426543773304,0.403447416319,93.839630127,0.283768
14959212,32,2092.75000002,1230,7.58475407785,235,425,190,328.306653924,24.4105465793,2748255,328.0,333,628,295,496.960100346,41.8923147409,4160053,498.0,672,1275,603,1009.69322662,67.3142765485,8452142,1014.0,304,810,506,582.516067375,70.5960396269,4876242,584.0,0.14989733696,0.460035532713,0.310138195753,0.27025644118,0.0413105635039,2262.31666912,0.269655,895,1826,931,1407.78282165,133.121353838,11784550,1411.0,-0.125518798828,1.27114868164,1.39666748047,0.0332558335348,0.0869103275403,278.38458252,0.0
14918403,11,88.2499999995,56,1.68161176822,298,582,284,370.036827195,31.1945608522,130623,363.0,497,925,428,568.073654391,48.2587479773,200530,559.0,641,1277,636,769.101983003,61.0804125308,271493,760.0,539,1282,743,719.487252125,64.2265861623,253979,709.0,-0.0260747000575,0.0902953594923,0.11637005955,0.0336304992218,0.0124266559043,11.8715662253,0.0324826,1358,2789,1431,1657.59773371,134.931195122,585132,1633.0,3.16088867188,4.9348449707,1.77395629883,4.1048443932,0.494630901219,1449.0100708,4.25592
14901064,31,2008.74999999,499,3.14074493975,186,309,123,234.475046671,12.615691116,1884007,236.0,208,436,228,299.473802116,24.1602800731,2406272,301.0,567,1238,671,972.931798382,100.993007839,7817507,983.0,100,473,373,237.135656503,35.5965292953,1905385,240.0,0.388098329306,0.794822633266,0.406724303961,0.607876890193,0.0477110533091,4884.2908127,0.611563,494,1218,724,771.084505289,71.1728009452,6195664,777.0,0.0116882324219,5.69049072266,5.67880249023,2.5478434498,1.30241508654,20471.9221191,2.46933
14882420,41,449.499999955,317,4.21783398882,233,308,75,262.043937709,7.4436529585,471155,262.0,307,421,114,357.631256952,15.2888125209,643021,359.0,187,639,452,313.622358176,64.3311985285,563893,296.0,261,487,226,338.932703003,22.0264889709,609401,337.0,-0.30324909091,0.299620747566,0.602869838476,-0.0467439858726,0.0958715935423,-84.0456865989,-0.0646425,830,1199,369,958.607897664,39.3280360606,1723577,959.0,-0.168792724609,1.83508300781,2.00387573242,0.165805532351,0.340412967204,298.118347168,0.0
14884725,32,169.499999997,156,3.38014098567,220,427,207,321.283185841,29.0802883172,217830,321.0,295,631,336,457.073746313,43.5373625305,309896,456.0,625,1224,599,881.800884956,87.3939316615,597861,873.0,279,821,542,528.898230088,71.2233594337,358593,523.5,0.133291214705,0.403122127056,0.269830912352,0.251702744283,0.0392761375603,170.654460624,0.252025,794,1878,1084,1307.25516224,139.596990827,886319,1301.5,-0.125152587891,0.536987304688,0.662139892578,0.2262447661,0.176994628166,153.393951416,0.215408
14954255,21,7921.00000001,2954,9.36301140337,226,352,126,298.436340109,11.4523027891,9455657,299.0,288,526,238,415.715660901,20.1433266942,13171535,416.0,530,928,398,721.352575432,36.2861121293,22855335,721.0,258,644,386,483.467396793,32.9842102799,15318181,484.0,0.123397432268,0.345177650452,0.221780218184,0.197891004668,0.0198914480828,6269.97859191,0.196213,799,1494,695,1197.6193978,62.8240849675,37945373,1199.0,-0.110626220703,1.8127746582,1.92340087891,0.194501425338,0.189953778478,6162.5831604,0.151169
14883087,31,28.75,30,1.57832849825,214,273,59,244.330434783,11.5357453834,28098,246.0,249,387,138,337.530434783,25.4737108268,38816,339.0,698,1109,411,974.608695652,75.1957093656,112080,986.0,187,352,165,282.469565217,34.4215103979,32484,284.0,0.484570473433,0.640599012375,0.156028538942,0.551222437361,0.0352049928707,63.3905802965,0.551251,650,1006,356,864.330434783,69.3967449104,99398,868.0,0.0616760253906,0.320373535156,0.258697509766,0.185185706097,0.0422051167852,21.2963562012,0.183838
14900735,32,613.499999996,450,5.12507586175,251,337,86,291.076202119,9.64299049941,714301,291.0,344,475,131,414.855338223,16.6575807965,1018055,415.0,655,960,305,854.39405053,34.2760020522,2096683,855.0,371,619,248,468.784433578,29.1301701943,1150397,469.0,0.184453234077,0.374367624521,0.189914390445,0.291775424188,0.0226524679614,716.016890958,0.291064,993,1426,433,1174.71597392,53.5389591249,2882753,1174.0,-0.205535888672,0.798889160156,1.00442504883,0.0772385601115,0.135913346946,189.543426514,0.0634766
14860298,21,9018.49999999,3782,11.2343884848,202,506,304,299.604230193,17.850295476,10807923,300.0,253,811,558,406.830348728,29.6863460374,14675998,402.0,349,1104,755,572.538005212,65.3981236386,20653736,553.0,155,1093,938,450.471308976,47.9823844767,16250302,438.0,-0.0379146933556,0.473684221506,0.511598914862,0.118760506422,0.0314696461302,4284.16650866,0.112073,646,2410,1764,1156.9058879,81.9739831998,41734223,1141.0,-0.335968017578,11.3096313477,11.6455993652,0.3980484123,1.25993000752,14359.1984253,0.00376892
14864917,12,5.75000000023,17,1.99990822728,174,217,43,199.086956522,11.2825877523,4579,198.0,213,249,36,231.739130435,11.2914642302,5330,234.0,486,720,234,552.869565217,73.1830963779,12716,526.0,97,199,102,157.52173913,23.7667461606,3623,160.0,0.439655184746,0.758104741573,0.318449556828,0.551698591398,0.0810465932659,12.6890676022,0.525862,484,658,174,588.347826087,44.1849951864,13532,591.0,-0.00173950195312,4.36889648438,4.37063598633,1.82743636422,2.08433733063,42.031036377,0.000518799
14843213,22,1056.99999998,648,5.6225403421,227,529,302,367.156811731,38.5477840371,1552339,370.0,310,768,458,557.906811731,67.1558772242,2358830,562.0,597,1302,705,971.420056764,105.880450581,4107164,971.0,277,1010,733,682.691106906,107.526253186,2886418,690.0,0.0367483310401,0.430689394474,0.393941063434,0.17754389291,0.0500967030876,750.655579224,0.166068,814,2239,1425,1607.75473037,207.727451484,6797587,1624.0,-0.0906677246094,1.39849853516,1.48916625977,0.400170448036,0.388633027714,1691.9206543,0.329224
14893202,32,2922.25000001,1221,6.37165200484,217,352,135,286.740011977,14.0208859288,3351704,287.0,283,538,255,414.135768671,25.6726957546,4840833,415.0,564,1136,572,874.725382839,48.0535002831,10224665,874.0,227,640,413,443.06441954,43.3512696119,5178980,443.0,0.209944754839,0.498699039221,0.288754284382,0.328508715624,0.0380449960434,3839.93837693,0.326211,727,1530,803,1143.94020019,80.9130996476,13371517,1145.0,-0.202514648438,1.82608032227,2.0285949707,0.143847686535,0.199529229271,1681.43560791,0.0987244
14798286,32,235.500000001,268,4.92645370843,255,377,122,307.470276008,16.9308782009,289637,308.0,360,558,198,455.029723992,30.1369339063,428638,456.0,839,1148,309,978.097664544,52.0590981223,921368,977.0,366,699,333,511.703821656,53.8433913511,482025,512.0,0.229857817292,0.426356583834,0.196498766541,0.314432748437,0.0376779249341,296.195649028,0.314519,989,1634,645,1274.20382166,99.6725576775,1200300,1277.0,-0.0354919433594,0.882720947266,0.918212890625,0.293908153623,0.212373402487,276.861480713,0.317566
14803987,22,3582.5,1957,9.22343717878,238,418,180,336.512770412,24.2333160181,4822228,337.0,327,641,314,494.079064899,43.9656509803,7080153,496.0,483,1247,764,912.604535939,63.1234901667,13077623,915.0,324,841,517,605.375296581,73.3512221459,8675028,608.0,0.0666666701436,0.401154398918,0.334487728775,0.204551651833,0.0398783120969,2931.22517076,0.201538,901,1871,970,1435.96713189,139.38560668,20577409,1441.0,-0.057861328125,4.23266601562,4.29052734375,0.252145208983,0.218556838144,3613.24084473,0.213654
14759824,34,2867.25000003,820,4.31992433107,216,269,53,237.485831372,5.51268124527,2723725,237.0,285,372,87,322.866596913,10.2532323015,3702957,322.0,908,1496,588,1204.95640422,84.1678878328,13819645,1208.0,173,331,158,244.647397332,15.7472186545,2805861,243.0,0.517295598984,0.750447750092,0.233152151108,0.661226712464,0.0311570880708,7583.60916525,0.663173,687,960,273,804.999825617,29.0645716334,9232543,803.0,-0.231292724609,1.31878662109,1.5500793457,0.173852706165,0.22761366697,1993.91668701,0.0797424
14765145,22,37.5000000035,85,3.91560036049,259,501,242,366.266666667,27.1302209517,54940,361.0,371,792,421,554.7,39.9071839815,83205,552.0,768,1242,474,912.986666667,55.6522520259,136948,907.0,461,1060,599,694.42,49.8334920845,104163,692.0,0.0790616869926,0.252230346203,0.17316865921,0.136250130286,0.0225111489771,20.4375195429,0.13155,1091,2353,1262,1615.38666667,110.751300168,242308,1603.5,-0.114105224609,0.481170654297,0.595275878906,0.113189086914,0.149351546582,16.9783630371,0.00964355
14810163,32,16111.7499999,8123,18.0526168181,221,399,178,296.716542275,16.2474693309,19122491,297.0,285,545,260,412.844911322,28.6367694224,26606616,412.0,514,1005,491,747.456437072,54.6638727987,48171325,744.0,252,702,450,465.790789331,47.7618334584,30018819,463.0,0.0573770478368,0.447600394487,0.390223346651,0.233047799236,0.0360254549536,15019.2315174,0.232013,758,1591,833,1175.35224293,89.9972585784,75747926,1172.0,-0.194030761719,2.17556762695,2.36959838867,0.16876829994,0.176252220761,10876.6106262,0.132355
14746929,13,73.7500000021,39,1.28108711366,257,455,198,368.569491525,24.1541887039,108728,370.0,333,583,250,454.454237288,29.0544277208,134064,457.0,168,519,351,287.206779661,75.7904422766,84726,258.0,132,430,298,258.322033898,40.8705441475,76205,252.0,-0.132231399417,0.278048783541,0.410280182958,0.0431773115403,0.08478213321,12.7373069044,0.0219619,809,1359,550,1081.34576271,70.5802760224,318997,1084.0,0.167938232422,1.14828491211,0.980346679688,0.663578253277,0.222834069837,195.755584717,0.647766
14758040,34,342.249999993,231,3.52237280543,190,295,105,244.438276114,10.9476152992,334636,245.0,270,438,168,355.227903579,19.7141533123,486307,356.0,699,1124,425,982.970781592,60.2902816812,1345687,995.0,189,469,280,316.287070855,32.0884708941,432997,314.0,0.376329779625,0.632768332958,0.256438553333,0.513399218821,0.0366618557911,702.843530566,0.514409,660,1202,542,915.953250548,60.5028176878,1253940,915.0,-0.201568603516,0.91796875,1.11953735352,0.0610507605631,0.140635086804,83.5784912109,0.0
14753571,34,1692.99999999,726,4.97740763499,213,341,128,262.768901359,11.406955129,1779471,261.0,277,499,222,368.71234495,19.7130839163,2496920,368.0,683,1238,555,910.848198464,52.4138309921,6168264,909.0,198,603,405,366.3248671,37.1111047418,2480752,366.0,0.267023712397,0.590834677219,0.323810964823,0.426583868768,0.0471431421432,2888.8259593,0.423341,691,1432,741,997.806113408,64.0474370432,6757143,996.0,-0.0827331542969,1.14828491211,1.23101806641,0.0904965656999,0.175491588061,612.84274292,0.0
14736985,41,3.75,8,1.16538499263,249,307,58,276.066666667,15.0707958943,4141,276.0,341,457,116,394.2,30.6511554975,5913,398.0,283,579,296,391.466666667,76.4424547545,5872,403.0,302,445,143,370.0,36.4636805603,5550,369.0,-0.158989593387,0.2063074857,0.365297079086,0.0211057101066,0.114951418203,0.316585651599,-0.00431655,892,1209,317,1040.26666667,81.7764975745,15604,1039.0,0.0698547363281,0.62744140625,0.557586669922,0.308451334635,0.170759380866,4.62677001953,0.30835
14729677,32,589.500000005,335,3.89222529114,241,333,92,289.918150975,12.7315734089,683627,290.0,330,485,155,414.754028838,21.9093797978,977990,415.0,611,936,325,795.558524173,46.5001820551,1875927,797.0,317,581,264,465.156064461,38.2416458986,1096838,464.0,0.177142858505,0.350909084082,0.173766225576,0.262639456123,0.0274738449343,619.303837538,0.262958,888,1394,506,1169.82824427,71.3231944441,2758455,1169.0,-0.355499267578,1.18603515625,1.54153442383,0.0656116022914,0.162868659686,154.712158203,0.0
14783719,33,4805.25000001,2729,11.1055637628,207,321,114,246.843296395,11.974923091,4744575,244.0,271,477,206,331.71645596,23.5512018047,6375922,327.0,599,1134,535,815.527547994,75.7446485925,15675255,815.0,223,543,320,326.013162687,34.7066366932,6266299,321.0,0.253499209881,0.56286919117,0.309369981289,0.428587834378,0.0362788755493,8237.88676459,0.431176,705,1319,614,904.572915041,68.3408442907,17386796,892.0,-0.218780517578,2.23443603516,2.45321655273,0.813141342281,0.502700697832,15629.38974,0.919312
14823220,14,2470.49999999,1051,5.96493004707,239,444,205,295.523274641,8.42118325094,2920361,296.0,306,641,335,402.405788302,14.4366266812,3976574,403.0,407,881,474,545.818255414,27.5036337073,5393776,543.5,316,885,569,473.773021656,26.2423047723,4681825,473.0,-0.0022650056053,0.171232879162,0.173497884767,0.0707943776142,0.0121860407037,699.590039584,0.0699399,862,1970,1108,1171.7020846,47.0994299119,11578760,1173.0,-0.48828125,1.92233276367,2.41061401367,0.382387125355,0.412285883032,3778.74957275,0.268494
14692146,34,41.0,55,2.42306926623,206,308,102,261.12195122,15.1668687733,42824,261.5,259,440,181,358.524390244,25.1663856382,58798,357.0,546,915,369,781.323170732,50.3276988148,128137,782.5,196,538,342,411.408536585,53.3549794262,67471,413.0,0.219804957509,0.474530845881,0.254725888371,0.312638400441,0.0470513482771,51.2726976722,0.312921,661,1286,625,1031.05487805,88.0816038661,169093,1019.0,-0.0516052246094,0.395324707031,0.446929931641,0.0688621707079,0.115756288941,11.2933959961,0.0
14894094,21,5742.49999989,3200,11.912270437,216,649,433,309.529734436,14.5221734465,7109898,310.0,286,985,699,448.18075751,22.9101113911,10294712,448.0,462,1289,827,704.530605137,35.9435118811,16183068,704.0,263,1365,1102,588.662646931,33.0598268069,13521581,588.0,-0.0309859160334,0.274482756853,0.305468672886,0.0897102443557,0.0141546868855,2060.64431285,0.0887397,769,2999,2230,1346.37313888,61.4231959785,30926191,1346.0,-0.180267333984,1.71371459961,1.89398193359,0.234105878007,0.261291934059,5377.41201782,0.156433
14709163,21,4813.49999999,3633,14.771682954,196,699,503,346.012932378,25.2199401611,6662133,346.0,257,1463,1206,524.074841591,43.723138575,10090537,524.0,501,1708,1207,909.768307884,73.5573283623,17516679,918.0,271,1658,1387,712.266957515,65.9420494987,13713988,719.0,-0.0698254331946,0.366420269012,0.436245702207,0.122220468731,0.0306142131776,2353.23290495,0.119324,742,3804,3062,1582.35473148,119.942517911,30466658,1587.0,-0.192993164062,2.65258789062,2.84558105469,0.160044017779,0.289446468961,3081.48751831,0.0
14653202,21,3078.24999994,1732,8.80625002331,239,390,151,295.116787136,11.7852410984,3633773,294.0,361,571,210,422.4083489,21.1290635895,5201114,421.0,565,857,292,692.173231544,38.0920605337,8522729,690.0,423,789,366,555.527978559,36.0871854235,6840216,554.0,0.0385487526655,0.21850900352,0.179960250854,0.109778520312,0.0168084146618,1351.7029206,0.106591,1071,1750,679,1273.05311459,65.5655362258,15675103,1269.0,-0.144317626953,0.755615234375,0.899932861328,0.112287102653,0.162709449473,1382.59109497,0.00387573
14650346,34,110.500000001,65,1.74432451959,211,289,78,249.21719457,11.4161461155,110154,249.0,285,406,121,343.339366516,20.3941420379,151756,343.0,795,1208,413,977.875565611,80.6255261459,432221,980.5,192,430,238,302.699095023,34.5854237742,133793,302.0,0.356287419796,0.679012358189,0.322724938393,0.526438290919,0.0517097301069,232.685724586,0.527234,694,1094,400,895.255656109,63.331314959,395703,891.5,-0.0054931640625,1.59741210938,1.60290527344,0.54449870252,0.404202643393,240.668426514,0.501755
14647394,41,59.9999999998,43,1.56598608385,276,325,49,297.3,9.24310553872,71352,295.0,374,484,110,431.120833333,21.0718508752,103469,432.0,309,523,214,356.820833333,24.5505682074,85637,353.0,389,554,165,427.129166667,19.1440804421,102511,426.0,-0.184696570039,-0.00714285718277,0.177553712856,-0.0901681382733,0.0359124079804,-21.6403531856,-0.0913738,1054,1363,309,1155.55,40.3327513732,277332,1156.5,-0.00238037109375,0.3310546875,0.333435058594,0.0164452870687,0.0530513346296,3.94686889648,0.0
14642656,11,25.0000000007,27,1.52331187556,301,404,103,367.72,19.7803336676,36772,371.5,422,592,170,526.61,33.3481318817,52661,532.5,482,780,298,626.97,57.3843977053,62697,625.5,437,701,264,584.99,51.4300486097,58499,589.0,-0.0116175152361,0.123370110989,0.134987626225,0.0345008751843,0.0294989713626,3.45008751843,0.0299853,1160,1696,536,1479.32,99.332761967,147932,1491.0,-0.113128662109,0.615173339844,0.728302001953,0.308889465332,0.286689524814,30.8889465332,0.428726
14646211,21,3059.24999999,2234,11.3938566832,221,422,201,307.750919343,14.60215444,3765948,305.0,285,577,292,457.106888943,23.9300487447,5593617,454.0,518,1011,493,830.764566479,44.8652916558,10166066,835.0,363,842,479,662.207894092,38.3394420281,8103438,665.0,0.0376633368433,0.231746032834,0.194082695991,0.112992538835,0.0155255236244,1382.68969773,0.111111,876,1764,888,1427.06570238,64.3112967719,17463003,1427.0,-0.197326660156,3.10815429688,3.30548095703,0.113233125647,0.251444481844,1385.63375854,0.0
14609754,11,3.75,9,1.31105811671,525,665,140,611.4,42.5171338012,9171,626.0,657,777,120,717.466666667,39.9480774117,10762,713.0,712,1058,346,854.0,96.874489246,12810,820.0,707,867,160,804.6,44.5283430338,12069,797.0,-0.0541033446789,0.166482910514,0.220586255193,0.0272756118095,0.0677767962927,0.409134177142,0.00352361,1895,2301,406,2133.46666667,121.910276661,32002,2142.0,0.0164184570312,0.494293212891,0.477874755859,0.356294759115,0.13284163598,5.34442138672,0.415009
14572365,11,23.25,25,1.46259336202,310,404,94,367.720430108,16.9238430722,34198,368.0,439,590,151,541.053763441,32.6079235675,50318,548.0,600,824,224,708.344086022,45.4145764634,65876,713.0,463,725,262,654.35483871,45.7648607185,60855,661.0,-0.0301624126732,0.154929578304,0.185091990978,0.0398618682057,0.0355924220705,3.70715374313,0.0393071,1212,1710,498,1563.12903226,88.2457743125,145371,1578.0,2.49029541016,3.38967895508,0.899383544922,3.04657048051,0.183401306491,283.331054688,3.00455
14541422,41,234.750000001,116,2.13574922157,248,303,55,282.345047923,6.40039639288,265122,283.0,330,458,128,410.165069223,16.0314325922,385145,412.0,328,495,167,408.2342918,21.0751597799,383332,402.0,330,533,203,441.063897764,23.4010769105,414159,442.0,-0.0856481492519,0.0276497695595,0.113297918811,-0.0385638363601,0.0295336890112,-36.2114423421,-0.0455635,910,1292,382,1133.57401491,44.6357832685,1064426,1136.0,-0.0093994140625,1.09744262695,1.10684204102,0.111806688725,0.251470408247,104.986480713,0.0
14551185,33,1605.74999996,1085,7.63810880889,229,427,198,320.135450724,22.8465157436,2056230,318.0,332,684,352,484.766152888,39.1359040814,3113653,483.0,619,1259,640,899.601432352,73.0319529228,5778140,893.0,410,1016,606,646.255799471,67.1816093266,4150901,644.0,0.0624561421573,0.33115825057,0.268702108413,0.164717784988,0.0358133293979,1057.98233298,0.16116,975,2127,1152,1451.15740308,123.787991723,9320784,1444.0,-0.178680419922,2.00335693359,2.18203735352,0.0570645974504,0.198462189732,366.525909424,0.0
14500139,11,206.499999998,103,2.02195862616,228,447,219,349.863196126,23.2919033507,288987,348.0,280,614,334,502.0968523,29.9689963245,414732,500.0,527,886,359,639.945520581,50.7743971394,528595,634.0,392,793,401,575.489104116,43.9669477709,475354,571.0,-0.00683371303603,0.159029647708,0.165863360744,0.052930104204,0.0226457394955,43.7202660725,0.0471739,984,1750,766,1427.44915254,82.2050849155,1179073,1421.0,0.205444335938,5.2509765625,5.04553222656,3.91099370998,0.792643059757,3230.48080444,4.14839
14619529,14,6403.75,2900,10.222941638,247,470,223,302.428967402,12.1837075273,7746718,301.0,305,703,398,406.819168456,20.799075405,10420673,404.0,389,948,559,535.027288698,39.000664131,13704724,526.0,290,957,667,455.291430802,33.7107244127,11662290,450.0,-0.0101910829544,0.188081935048,0.198273018003,0.0804696122654,0.0183055560554,2061.22911818,0.0774125,843,2130,1287,1164.53956666,63.7941600195,29829681,1155.0,-0.218017578125,2.22207641602,2.44009399414,0.576338552326,0.410646024421,14762.9120178,0.58963
14474070,21,226.000000003,203,3.80922728379,270,374,104,309.542035398,14.5743593286,279826,309.0,389,548,159,449.088495575,25.7289935012,405976,447.0,620,949,329,766.091814159,47.8303530862,692547,764.0,476,745,269,613.434734513,47.3348567207,554545,616.0,0.0611439831555,0.20000000298,0.138856019825,0.111138378826,0.0230302634401,100.469094459,0.108625,1147,1661,514,1372.06526549,80.0054419425,1240347,1371.0,-0.141448974609,0.628997802734,0.770446777344,0.0672622275563,0.126852212564,60.8050537109,0.0
14527896,33,5816.74999998,2346,8.67726531344,219,357,138,282.810633085,16.7950970438,6580155,282.0,266,523,257,389.359908884,31.5790315105,9059237,387.0,514,990,476,742.470064899,64.1280469703,17275051,735.0,228,676,448,456.875445911,52.4350570752,10630121,453.0,0.0735294148326,0.457788348198,0.384258933365,0.239023976623,0.0419826829611,5561.37086408,0.237217,721,1531,810,1129.04598788,98.4199714084,26269513,1122.0,0.651519775391,3.7087097168,3.05718994141,2.23288046631,0.478178018668,51952.4298096,2.28281
14455492,34,1659.50000001,1267,8.77370553644,191,306,115,249.992316963,10.5815859899,1659449,249.0,247,435,188,350.264085568,19.7165208858,2325053,351.0,626,1200,574,920.971527569,57.4507919426,6113409,921.0,157,505,348,322.286532088,31.8560737216,2139338,322.0,0.300595223904,0.644268751144,0.343673527241,0.481764735937,0.0381567455102,3197.95431715,0.481743,595,1246,651,922.542934619,60.1425359079,6123840,922.0,-0.0782775878906,1.99310302734,2.07138061523,0.489755683938,0.440297565772,3250.99822998,0.407089
14422498,51,95.2500000033,124,3.58413418743,214,303,89,255.590551181,16.7517089647,97380,255.0,261,404,143,334.034120735,29.8071912808,127267,334.0,546,1011,465,765.564304462,94.8594716185,291680,776.0,176,475,299,322.708661417,50.1074609366,122952,325.0,0.275362312794,0.552662730217,0.277300417423,0.407875755015,0.0455342554592,155.400662661,0.402202,669,1182,513,912.333333333,93.3405790213,347599,911.0,0.12353515625,1.63290405273,1.50936889648,0.425034170076,0.246391015389,161.938018799,0.359283
14412897,33,30.5000000005,54,2.7582835422,272,303,31,288.0,6.72772584771,35136,289.0,368,430,62,397.549180328,15.624225861,48501,398.0,614,748,134,662.336065574,28.2072571338,80805,662.0,437,535,98,476.918032787,22.8450196043,58184,475.5,0.130074560642,0.192242830992,0.0621682703495,0.162846635111,0.0120446141944,19.8672894835,0.16482,1083,1264,181,1162.46721311,41.0573737764,141821,1163.5,-0.000823974609375,1.26849365234,1.26931762695,0.331241044842,0.172311696186,40.4114074707,0.338226
14397690,22,1528.00000003,1241,8.95581620784,271,429,158,391.018979058,11.8403137563,2389908,392.0,395,699,304,619.687827225,20.4221336526,3787532,622.0,747,1140,393,1017.88530759,26.4424217679,6221315,1021.0,467,935,468,813.070189791,27.7317191583,4969485,816.0,0.0563535913825,0.24307204783,0.186718456447,0.111990754271,0.0103362334691,684.487490103,0.110872,1134,2018,884,1823.77699607,56.6244416857,11146925,1830.0,-0.0117492675781,1.35452270508,1.36627197266,0.258197065423,0.18519737075,1578.10046387,0.230225
14386771,11,119.000000002,114,2.94799293666,206,449,243,295.039915966,21.5740975252,140439,292.0,243,582,339,387.153361345,46.1115245767,184285,374.0,428,975,547,725.43487395,59.5883106574,345307,739.0,232,877,645,543.071428571,57.1413471439,258502,553.0,0.0529157668352,0.31707316637,0.264157399535,0.144854828457,0.0236523220072,68.9508983456,0.145624,687,1908,1221,1225.26470588,101.907424696,583226,1214.0,-0.228149414062,5.45123291016,5.67938232422,2.848275962,2.28228758486,1355.77935791,4.20447
14359505,12,7.50000000047,13,1.33908390031,194,269,75,214.866666667,17.1322956884,6446,209.0,221,333,112,254.033333333,24.7716011235,7621,248.5,400,571,171,510.333333333,38.8890158728,15310,520.0,222,320,98,261.866666667,24.1339778919,7856,260.0,0.203804343939,0.4056224823,0.201818138361,0.321368676921,0.0497498794138,9.64106030762,0.328352,651,922,271,730.766666667,58.1731228509,21923,711.5,2.93362426758,3.63330078125,0.699676513672,3.07260843913,0.192237138974,92.1782531738,3.0079
14353579,31,37.5000000007,40,1.84263546383,176,242,66,223.393333333,12.6743292612,33509,226.0,217,345,128,306.14,24.9212171987,45921,310.5,760,1177,417,997.273333333,81.251206897,149591,993.5,140,304,164,247.973333333,33.8360649144,37196,253.0,0.519999980927,0.708333313465,0.188333332539,0.602290885846,0.0403623596422,90.3436328769,0.60155,533,891,358,777.506666667,70.6848165371,116626,791.0,0.151489257812,1.61557006836,1.46408081055,0.576214192708,0.265443036588,86.4321289062,0.601578
14275616,34,490.749999996,134,1.70635626846,196,312,116,248.27050433,12.1021160774,487355,248.0,256,431,175,350.777381559,19.9829998526,688576,351.0,799,1282,483,1148.7845135,69.9811554913,2255064,1164.0,172,431,259,291.450331126,28.352952529,572117,291.0,0.39061370492,0.6949685812,0.30435487628,0.595012148621,0.0362690913899,1168.00884774,0.60161,624,1139,515,890.498217015,56.7059100646,1748048,890.0,-0.166442871094,1.42428588867,1.59072875977,0.199394346559,0.355351808765,391.411102295,0.0
14304631,34,1052.24999999,644,5.60043122253,200,464,264,281.102874792,26.091958907,1183162,276.0,281,662,381,411.817058684,41.8376784306,1733338,405.0,582,1337,755,1002.45949157,96.1710918761,4219352,1005.0,199,782,583,421.979805179,75.4406447,1776113,411.0,0.163043484092,0.701672255993,0.538628771901,0.408912345894,0.0767488073687,1721.11206387,0.411111,703,1896,1193,1114.89973866,136.221738381,4692613,1090.0,-0.232025146484,3.42071533203,3.65274047852,0.136427321267,0.492469220652,574.222595215,0.0
14293528,33,38.4999999981,42,1.90947507449,226,297,71,258.623376623,13.6866974577,39828,260.0,292,421,129,350.292207792,23.8776440909,53945,353.0,654,866,212,747.779220779,44.3607183718,115158,745.5,280,475,195,368.512987013,35.8809787566,56751,375.0,0.269992083311,0.423589736223,0.153597652912,0.340822972454,0.0282981034387,52.4867377579,0.340827,801,1193,392,977.428571429,72.6528712657,150524,987.5,0.0757446289062,1.85235595703,1.77661132812,1.11089691558,0.752483998592,171.078125,1.69762
14281250,22,111.999999998,81,2.15909163857,310,433,123,384.517857143,16.2385850802,172264,387.0,446,689,243,606.904017857,29.9472330871,271893,613.0,822,1105,283,1036.16964286,37.3788252684,464204,1040.0,522,892,370,810.011160714,50.2058918043,362885,822.0,0.0881104022264,0.248677253723,0.160566851497,0.123176511793,0.0190932624532,55.1830772832,0.119705,1305,1978,673,1801.43303571,93.3895450408,807042,1823.0,0.016357421875,0.372131347656,0.355773925781,0.161972658975,0.0632832323513,72.5637512207,0.166565
